stop_id	stop_name	stop_lat	stop_lon	type
1000	50th St W & Upton Ave S	44.912365	-93.315179	stop
10000	Carmen Ave & Claude Way E	44.857531	-93.041008	stop
10001	Carmen Ave & 65th St E	44.855001	-93.042491	stop
10002	Carmen Ave & Village Square Center	44.853643	-93.042243	stop
10003	Carmen Ave & Lake Bridge Apts	44.853399	-93.040785	stop
10004	67th St E & Catherine Ave	44.851718	-93.036841	stop
10005	67th St E & Clayton Ave	44.851697	-93.034839	stop
10006	Clayton Ave & 68th St E	44.851302	-93.034785	stop
10007	Clayton Ave & 69th St E	44.849902	-93.034773	stop
10008	Clayton Ave & 70th St E	44.848212	-93.034733	stop
10013	70th St E & Cloman Ave E	44.847966	-93.032265	stop
10014	70th St E & Cooper Ave E	44.847948	-93.028704	stop
10017	70th St E & Dawn Ave	44.847957	-93.024624	stop
1002	50th St W & Sheridan Ave S	44.912341	-93.312642	stop
10024	75th St E & Craig Ave E	44.840836	-93.027131	stop
10026	75th St E & Cloman Way	44.840813	-93.032276	stop
10028	75th St E & Clayton Ave	44.840826	-93.034482	stop
10029	Clayton Ave & 76th St E	44.839953	-93.034694	stop
10030	Clayton Ave & 77th St E	44.838016	-93.034635	stop
10031	Clayton Ave & 78th St E	44.837264	-93.034657	stop
10032	78th St E & Charles Way	44.837231	-93.03642	stop
10034	78th St E & Rolling Meadows Apts	44.837217	-93.037812	stop
10035	78th St E & Chandler / Cahill	44.836535	-93.040229	stop
10036	78th St E & Cahill Ave	44.836378	-93.042173	stop
10037	Fillmore Ave E & Robert St	44.941361	-93.084769	stop
10039	Fillmore Ave E & State St	44.943261	-93.080287	stop
1004	50th St W & Queen Ave S	44.912321	-93.310097	stop
10040	Fillmore Ave E & Lafayette Rd W	44.943613	-93.078382	stop
10041	Fillmore Ave E & Lafayette Rd E	44.943831	-93.075466	stop
10042	Fillmore Ave E & Ridder Circle	44.943484	-93.073947	stop
10044	Plato Blvd & Chester St	44.941021	-93.073295	stop
10045	Plato Blvd & State St	44.939498	-93.077998	stop
10046	Plato Blvd & Eva St	44.939186	-93.080285	stop
10048	Cesar Chavez St & Ada St	44.929481	-93.076961	stop
1005	50th St W & Penn Ave S	44.912309	-93.308216	stop
10050	Cesar Chavez St & Bancroft Ave	44.928429	-93.073356	stop
10052	Concord St & Kansas St	44.926024	-93.067108	stop
10053	Concord St & Page St	44.924903	-93.065249	stop
10054	Concord St & Curtice St	44.923123	-93.0633	stop
10055	Concord St & Belvidere St	44.922216	-93.062561	stop
10057	Concord St & Annapolis St	44.91961	-93.05984	stop
10058	Concord St N & Bircher Ave	44.918228	-93.058572	stop
10059	Concord St N & Stanley Ave	44.915996	-93.056503	stop
10060	Concord St N & Butler Ave	44.914188	-93.054768	stop
10061	Concord St N & #1180 - Super America	44.908711	-93.050129	stop
10062	Concord St N & Bryant Ave N	44.905799	-93.047015	stop
10064	Concord St N & #522	44.900527	-93.040868	stop
10065	Concord St N & Wentworth Ave	44.898585	-93.038999	stop
10066	Concord Exchange & Grand Ave	44.892621	-93.034965	stop
10067	Concord Exchange & Veterans Memorial Dr	44.89137	-93.034458	stop
10068	Concord Exchange & #144	44.889151	-93.033886	stop
10069	Concord Exchange & Camber Ave	44.887304	-93.03341	stop
1007	50th St W & Newton Ave S	44.912304	-93.306266	stop
10070	Concord Exchange & Armour Ave	44.884766	-93.032553	stop
10071	Concord Exchange & Concord St	44.881641	-93.032087	stop
10072	Concord St & Armour Ave	44.884807	-93.032326	stop
10074	Concord St S & Dale Place	44.873081	-93.029103	stop
10076	Concord St S & Poplar St E	44.866066	-93.024307	stop
10078	Concord Blvd & Linden St	44.86416	-93.023365	stop
10079	Concord Blvd & Dawn Way E	44.862749	-93.022701	stop
10080	Dawn Way & 61st St E	44.860395	-93.025663	stop
10081	Dawn Way & 63rd St E	44.858872	-93.025323	stop
10082	Dawn Way & 64th St E	44.857097	-93.02533	stop
10083	Dawn Way & 65th St E	44.855297	-93.025325	stop
10085	Dawn Way & 66th St / 67th St E	44.852901	-93.025231	stop
10086	Dawn Ave & 69th St E	44.84988	-93.024613	stop
10087	Dawn Ave & 70th St E	44.84819	-93.024585	stop
10088	Dawn Ave E & 71st St E	44.84628	-93.024542	stop
1009	50th St W & Logan Ave S	44.912297	-93.30371	stop
10090	Dawn Ave E & 72nd St E	44.84448	-93.024553	stop
10095	Dawn Ave & 76th Way E	44.839218	-93.024481	stop
10096	Dawn Ave & 77th St E	44.838095	-93.024488	stop
10097	Dawn Ave & 78th St E	44.837281	-93.024446	stop
10098	Dawn Ave & Corey Path	44.836076	-93.02473	stop
101	50th St W & Lyndale Ave S	44.912257	-93.28838	stop
10100	Dawn Ave & 80th St E	44.833686	-93.025111	stop
10101	80th St E & Corey Path	44.83365	-93.026229	stop
10103	80th St E & Cooper Ave E	44.833635	-93.029619	stop
10106	80th St E & Clayton Ave	44.83364	-93.033791	stop
10108	80th St E & Cahill Plaza	44.834265	-93.041832	stop
1011	50th St W & Minnehaha Pkwy	44.912281	-93.298111	stop
10116	College Trail & Blaine Ave	44.827194	-93.050344	stop
10119	St Clair Ave & Stairs to Grotto	44.934173	-93.13119	stop
1012	50th St W & James Ave S	44.912295	-93.301158	stop
10120	St Clair Ave & Avon St	44.934178	-93.13369	stop
10121	St Clair Ave & Victoria St	44.934186	-93.136243	stop
10123	St Clair Ave & Milton St	44.93421	-93.138773	stop
10124	St Clair Ave & Chatsworth St	44.934218	-93.141323	stop
10126	St Clair Ave & Oxford St	44.934215	-93.143884	stop
10127	St Clair Ave & Lexington Pkwy	44.934225	-93.146449	stop
10129	St Clair Ave & Dunlap St	44.934236	-93.14901	stop
10130	St Clair Ave & Griggs St	44.934246	-93.151579	stop
10131	St Clair Ave & Syndicate St	44.934256	-93.154144	stop
10133	St Clair Ave & Hamline Ave	44.934267	-93.156712	stop
10134	St Clair Ave & Albert St	44.934277	-93.159216	stop
10135	St Clair Ave & Pascal St	44.934287	-93.161804	stop
10137	St Clair Ave & Saratoga St	44.934297	-93.164361	stop
10138	St Clair Ave & Snelling Ave	44.934307	-93.166899	stop
10139	St Clair Ave & Macalester St	44.934331	-93.169491	stop
1014	50th St W & Fremont Ave S	44.912273	-93.296049	stop
10140	St Clair Ave & Vernon St	44.934342	-93.170936	stop
10143	St Clair Ave & Wheeler St	44.93435	-93.175027	stop
10144	St Clair Ave & Fairview Ave	44.934355	-93.17707	stop
10145	St Clair Ave & Howell St	44.934373	-93.179639	stop
10146	St Clair Ave & Prior Ave	44.934402	-93.182173	stop
10147	St Clair Ave & Kenneth St	44.9344	-93.185078	stop
10148	St Clair Ave & Cleveland Ave	44.93441	-93.187268	stop
10149	St Clair Ave & Kenneth St	44.934296	-93.184973	stop
10150	St Clair Ave & Prior Ave	44.9343	-93.182435	stop
10151	St Clair Ave & Howell St	44.934256	-93.179044	stop
10152	St Clair Ave & Fairview Ave	44.93425	-93.177329	stop
10153	St Clair Ave & Wheeler St	44.934249	-93.174783	stop
10155	St Clair Ave & Davern St	44.934244	-93.172245	stop
10156	St Clair Ave & Macalester St	44.934226	-93.169722	stop
10157	St Clair Ave & Snelling Ave	44.934202	-93.167154	stop
10159	St Clair Ave & Saratoga St	44.934192	-93.164616	stop
1016	50th St W & Dupont Ave S	44.912266	-93.293481	stop
10161	St Clair Ave & Pascal St	44.934182	-93.162058	stop
10162	St Clair Ave & Albert St	44.934172	-93.159517	stop
10163	St Clair Ave & Hamline Ave	44.934162	-93.156967	stop
10165	St Clair Ave & Syndicate St	44.934152	-93.154402	stop
10166	St Clair Ave & Griggs St	44.934142	-93.15188	stop
10168	St Clair Ave & Dunlap St	44.934131	-93.149265	stop
10170	St Clair Ave & Lexington Pkwy	44.934121	-93.146703	stop
10172	St Clair Ave & Benhill Rd	44.934106	-93.143053	stop
10174	St Clair Ave & Milton St	44.934106	-93.139055	stop
10176	St Clair Ave & Victoria St	44.934084	-93.136517	stop
10177	St Clair Ave & Avon St	44.934073	-93.133944	stop
10178	St Clair Ave & Stairs to Grotto	44.934068	-93.131333	stop
1018	Penn Ave S & 50th St W	44.912198	-93.308783	stop
10180	St Clair Ave & Pleasant Ave	44.934172	-93.12911	stop
10186	St Clair Ave & Osceola Ave	44.934075	-93.125442	stop
10187	St Clair Ave & Oneida St	44.934077	-93.123356	stop
10189	St Clair Ave & Duke St	44.934082	-93.120927	stop
1019	Penn Ave S & 51st St W	44.910645	-93.308752	stop
10190	St Clair Ave & Colborne St	44.934081	-93.119721	stop
10191	St Clair Ave & 7th St W	44.93408	-93.117497	stop
10193	St Clair Ave & Colborne St	44.934183	-93.119683	stop
10194	St Clair Ave & Duke St	44.934187	-93.120954	stop
10196	St Clair Ave & Oneida St	44.934182	-93.123074	stop
10197	St Clair Ave & Osceola Ave	44.934179	-93.125566	stop
10199	St Clair Ave & Finn St	44.9344	-93.189798	stop
102	Lyndale Ave S & Franklin Ave W	44.962785	-93.288111	stop
1020	Penn Ave S & 52nd St W	44.908826	-93.308754	stop
10200	St Clair Ave & Cretin Ave	44.934399	-93.19234	stop
10201	Cretin Ave & Stanford Ave	44.932607	-93.192527	stop
10202	Cretin Ave & Jefferson Ave	44.930801	-93.192552	stop
10203	Cretin Ave & Palace Ave	44.928853	-93.192534	stop
10204	Cretin Ave & Randolph Ave	44.927133	-93.192536	stop
10205	Cretin Ave & Niles Ave	44.925284	-93.192514	stop
10206	Cretin Ave & Hartford Ave	44.923511	-93.19252	stop
10207	Cretin Ave & Scheffer Ave	44.921681	-93.192526	stop
10208	Cretin Ave & Highland Pkwy	44.919886	-93.19252	stop
10209	Cretin Ave & Pinehurst Ave	44.918978	-93.192517	stop
1021	Penn Ave S & 53rd St W	44.907103	-93.308737	stop
10218	Cretin Ave & Highland Pkwy	44.919659	-93.192372	stop
10219	Cretin Ave & Scheffer Ave	44.921514	-93.192378	stop
10220	Cretin Ave & Hartford Ave	44.92333	-93.192373	stop
10221	Cretin Ave & Niles Ave	44.925177	-93.192375	stop
10222	Cretin Ave & Randolph Ave	44.926952	-93.192389	stop
10223	Cretin Ave & Palace Ave	44.928788	-93.192395	stop
10224	Cretin Ave & Jefferson Ave	44.93062	-93.192405	stop
10225	Cretin Ave & Stanford Ave	44.932426	-93.19238	stop
10226	Cretin Ave & St Clair Ave	44.934256	-93.19239	stop
10227	St Clair Ave & Finn St	44.934296	-93.190041	stop
10228	St Clair Ave & Cleveland Ave	44.934305	-93.187523	stop
1023	Penn Ave S & 54th St W	44.905215	-93.308703	stop
10231	7th St W & Ann St	44.936092	-93.114259	stop
10232	7th St W & Dousman St	44.9372	-93.112662	stop
10234	7th St W & Smith Ave	44.939335	-93.109518	stop
10236	7th St W & Grand Ave	44.941497	-93.10635	stop
10238	7th St W & Chestnut St	44.943285	-93.104086	stop
10239	7th St E & Bates Ave	44.958719	-93.072239	stop
1024	Penn Ave S & 55th St W	44.903429	-93.308729	stop
10241	7th St E & Eichenwald St	44.960087	-93.069431	stop
10242	7th St E & Hope St	44.960653	-93.068265	stop
10246	Arcade St & Neid Lane	44.967064	-93.065872	stop
10247	Arcade St & York Ave	44.9684	-93.065885	stop
1025	Penn Ave S & 56th St W	44.901615	-93.308742	stop
1027	Penn Ave S & 58th St W	44.898018	-93.308761	stop
1028	Penn Ave S & Queen Ave S	44.897033	-93.308756	stop
10288	Arcade St & York Ave	44.968354	-93.066125	stop
10289	Arcade St & Neid Lane	44.966949	-93.066116	stop
1029	Penn Ave S & 60th St W	44.894424	-93.30875	stop
10291	Arcade St & Minnehaha Ave	44.963151	-93.066092	stop
10292	Arcade St & 7th St E	44.962002	-93.066013	stop
10294	7th St E & Hope St	44.960895	-93.068192	stop
10295	7th St E & Eichenwald St	44.960208	-93.069621	stop
10297	7th St E & Bates Ave	44.958962	-93.072164	stop
103	Lyndale Ave S & 22nd St W	44.96101	-93.288083	stop
1030	Penn Ave S & 61st St W	44.892646	-93.308752	stop
1031	Penn Ave S & 62nd St S	44.891241	-93.308741	stop
1034	60th St W & Penn Ave S	44.894386	-93.308549	stop
1035	Penn Ave S & Hwy 62	44.890078	-93.308719	stop
10358	7th St W & Walnut St	44.942659	-93.105186	stop
10359	7th St W & Grand Ave	44.941392	-93.106818	stop
1036	Penn Ave S & 63rd St W	44.88901	-93.308725	stop
10361	7th St W & Smith Ave	44.939736	-93.109252	stop
10363	7th St W & Dousman St	44.937611	-93.112404	stop
10364	7th St W & Goodhue St	44.936416	-93.114109	stop
10366	7th St W & St Clair Ave	44.934218	-93.117369	stop
1037	Penn Ave S & 64th St W	44.887213	-93.308692	stop
1038	Penn Ave S & 65th St W	44.885421	-93.308713	stop
10385	7th St E & Arcade St	44.961763	-93.065986	stop
10386	7th St E & Mendota St	44.962895	-93.063668	stop
1039	Penn Ave S & 66th St W	44.883625	-93.308705	stop
10395	7th St E & Johnson Pkwy	44.96666	-93.045144	stop
10396	7th St E & Clarence St	44.966661	-93.043814	stop
10397	7th St E & Birmingham St	44.96667	-93.040208	stop
10398	7th St E & #1467	44.966665	-93.037901	stop
10399	7th St E & Hazelwood St	44.966661	-93.035678	stop
104	Lyndale Ave S & 24th St W	44.959218	-93.288101	stop
1040	Penn Ave S & 67th St W	44.881797	-93.308698	stop
10400	7th St E & Germain St	44.966653	-93.033073	stop
10401	7th St E & Kennard St	44.966648	-93.030526	stop
10402	7th St E & Flandrau St	44.966655	-93.027975	stop
10403	7th St E & White Bear Ave	44.966636	-93.025428	stop
10404	White Bear Ave & Stillwater Ave	44.967632	-93.025224	stop
10405	White Bear Ave & York Ave	44.968686	-93.025209	stop
10407	White Bear Ave & Case Ave	44.970181	-93.025209	stop
10409	White Bear Ave & Ames Ave	44.972019	-93.025229	stop
1041	Penn Ave S & 68th St W	44.88003	-93.3087	stop
10410	White Bear Ave & Hazel Park Junior High	44.975589	-93.025231	stop
10413	White Bear Ave & Orange Ave	44.979227	-93.025213	stop
10415	White Bear Ave & Ivy Ave	44.981024	-93.025195	stop
10417	White Bear Ave & Cottage Ave	44.982822	-93.025176	stop
10419	White Bear Ave & Arlington Ave	44.984627	-93.025158	stop
1042	Penn Ave S & 69th St W	44.878205	-93.308671	stop
1043	Penn Ave S & 70th St W	44.876413	-93.308665	stop
1044	Penn Ave S & 71st St W	44.874627	-93.308667	stop
1045	Penn Ave S & 72nd St W	44.872822	-93.308692	stop
1046	Penn Ave S & 73rd St W	44.87103	-93.308714	stop
10467	Rice St & Cottage Ave	44.982646	-93.105962	stop
10468	Rice St & Ivy Ave	44.981077	-93.105967	stop
1047	Penn Ave S & 74th St W	44.869227	-93.308704	stop
10470	Rice St & Orange Ave	44.979269	-93.105979	stop
10471	Rice St & Maryland Ave	44.977474	-93.105995	stop
10473	Rice St & Geranium Ave	44.975737	-93.106008	stop
10474	Rice St & Jessamine Ave	44.974522	-93.106013	stop
10476	Rice St & Lawson Ave	44.972118	-93.106028	stop
10479	Rice St & Litchfield St	44.969605	-93.106039	stop
1048	Penn Ave S & 75th St W	44.867416	-93.308744	stop
10480	Rice St & Milford St	44.967901	-93.10602	stop
10481	Rice St & Atwater St	44.966705	-93.106014	stop
10482	Rice St & Sycamore St	44.96491	-93.105999	stop
10483	Rice St & Pennsylvania Ave	44.960507	-93.106018	stop
10484	Rice St & Como Ave	44.959091	-93.106016	stop
10488	Rice St & Charles Ave	44.957812	-93.10587	stop
10489	Rice St & Como Ave	44.958863	-93.105868	stop
10490	Rice St & Pennsylvania Ave	44.960636	-93.105872	stop
10491	Rice St & Sycamore St	44.964727	-93.10586	stop
10492	Rice St & Atwater St	44.966524	-93.105867	stop
10494	Rice St & Manitoba Ave	44.968266	-93.105878	stop
10496	Rice St & Front Ave	44.970151	-93.105893	stop
10497	Rice St & Hatch Ave	44.970996	-93.105887	stop
10498	Rice St & Lawson Ave	44.971937	-93.105881	stop
10499	Rice St & Magnolia Ave	44.973713	-93.105869	stop
105	Lyndale Ave S & 25th St W	44.957468	-93.288108	stop
10501	Rice St & Geranium Ave	44.975499	-93.10586	stop
10503	Rice St & Maryland Ave	44.977293	-93.105848	stop
10505	Rice St & Orange Ave	44.979088	-93.105832	stop
10507	Rice St & Ivy Ave	44.980896	-93.10582	stop
10508	Rice St & Cottage Ave	44.982737	-93.105816	stop
1053	Penn Ave S & Hwy 494	44.860734	-93.308971	stop
1054	American Blvd & Knox Ave S	44.858667	-93.302004	stop
1055	81st St W & Knox Ave S	44.857134	-93.300851	stop
10559	Minnehaha Ave & Pedersen St	44.962972	-93.012696	stop
1056	American Blvd & Penn Ave S	44.858737	-93.308241	stop
10560	Minnehaha Ave & Winthrop St	44.96297	-93.010246	stop
10562	Minnehaha Ave & Howard St / McKnight Rd	44.962973	-93.006218	stop
10565	Minnehaha Ave & McKnight Rd	44.963138	-93.004947	stop
10575	Nokomis Ave & Case Ave	44.970213	-93.011426	stop
10581	Nokomis Ave & Rose Ave	44.976121	-93.011133	stop
10583	Edgewater Blvd & Rose Ave / Maryland Ave	44.976637	-93.007461	stop
10585	Maryland Ave & McKnight Rd	44.977488	-93.005265	stop
10588	Maryland Ave & Edgewater Blvd	44.97757	-93.0068	stop
10589	Maryland Ave & Nokomis Ave	44.977567	-93.009502	stop
10590	Nokomis Ave & Rose Ave	44.976253	-93.01116	stop
10596	Nokomis Ave & Case Ave	44.97037	-93.011573	stop
10597	Nokomis Ave & Stillwater Ave	44.969302	-93.011572	stop
106	Lyndale Ave S & 26th St W	44.955629	-93.288118	stop
10607	Minnehaha Ave & Winthrop St	44.96314	-93.010002	stop
10608	Minnehaha Ave & Pedersen St	44.963142	-93.012495	stop
10617	Larpenteur Ave & Fulham St	44.991588	-93.197469	stop
10619	Larpenteur Ave & #1666 Coffman St	44.991587	-93.191379	stop
10620	Larpenteur Ave & Cleveland Ave	44.991627	-93.187017	stop
10621	Larpenteur Ave & Gortner Ave	44.991632	-93.182115	stop
10622	Gortner Ave & Larpenteur Ave W	44.991594	-93.181913	stop
10623	Larpenteur Ave & Lindig St	44.991634	-93.179044	stop
10624	Larpenteur Ave & Fairview Ave	44.991642	-93.17582	stop
10628	Larpenteur Ave & Snelling Ave	44.991661	-93.16693	stop
10629	Larpenteur Ave & Arona St	44.991689	-93.164386	stop
10630	Larpenteur Ave & Pascal St	44.991707	-93.16183	stop
10632	Larpenteur Ave & Albert St	44.991721	-93.159266	stop
10633	Larpenteur Ave & Hamline Ave	44.991739	-93.156703	stop
10637	Larpenteur Ave & Lexington Ave	44.991906	-93.146588	stop
10638	Larpenteur Ave & Oxford St	44.991897	-93.144411	stop
10639	Larpenteur Ave & Chatsworth St	44.99189	-93.141364	stop
10641	Larpenteur Ave & Victoria St	44.991853	-93.137872	stop
10649	Larpenteur Ave & Albert St	44.991927	-93.159012	stop
10651	Larpenteur Ave & Pascal St	44.991907	-93.161568	stop
10652	Larpenteur Ave & Arona St	44.991912	-93.164116	stop
10653	Larpenteur Ave & Snelling Ave	44.991895	-93.166339	stop
10655	Larpenteur Ave & Fry St	44.991876	-93.170012	stop
10656	Larpenteur Ave & Larpenteur Manor	44.991867	-93.172015	stop
10657	Larpenteur Ave & Fairview Ave	44.991866	-93.176857	stop
10658	Larpenteur Ave & Lindig St	44.991852	-93.17879	stop
1066	Penn Ave S & Best Buy	44.864585	-93.308405	stop
10661	Larpenteur Ave & Cleveland Ave	44.991855	-93.18703	stop
1067	Penn Ave S & 75th St W	44.867235	-93.308601	stop
10679	Hamline Ave & California Ave	44.991006	-93.156643	stop
10680	Dale St & Grand Ave	44.940089	-93.126127	stop
10681	Dale St & Summit Ave / Portland Ave	44.941757	-93.126139	stop
10684	Dale St & Holly Ave	44.943546	-93.126162	stop
10685	Dale St & Selby Ave	44.946501	-93.126207	stop
10688	Dale St & Marshall Ave	44.948424	-93.126235	stop
10689	Dale St & Iglehart Ave	44.949341	-93.12624	stop
1069	Penn Ave S & 74th St W	44.869008	-93.30856	stop
10691	Dale St & Concordia Ave	44.951195	-93.126268	stop
10693	Dale St & Fuller Ave	44.95403	-93.126096	stop
10695	Dale St & University Ave	44.95606	-93.126151	stop
10696	Dale St & Charles Ave	44.957462	-93.126216	stop
10698	Dale St & Thomas Ave	44.959238	-93.126247	stop
107	Lyndale Ave S & 27th St W	44.953857	-93.288128	stop
1070	Penn Ave S & 73rd St W	44.870849	-93.308566	stop
10700	Dale St & Blair Ave	44.961062	-93.12627	stop
10702	Dale St & Minnehaha Ave	44.96289	-93.126185	stop
10704	Dale St & Burgess St	44.968281	-93.126112	stop
10705	Dale St & Front Ave	44.970279	-93.12617	stop
10707	Dale St & Lawson Ave	44.971878	-93.126286	stop
10709	Dale St & Jessamine Ave	44.97373	-93.126282	stop
1071	Penn Ave S & 72nd St W	44.872641	-93.308549	stop
10710	Dale St & Geranium Ave	44.975508	-93.126282	stop
10711	Dale St & Maryland Ave	44.977273	-93.126279	stop
10712	Dale St & Orange Ave	44.97907	-93.126248	stop
10713	Dale St & Wheelock Pkwy	44.980859	-93.126205	stop
10714	Dale St & Cottage Ave	44.98267	-93.126174	stop
10715	Dale St & Arlington Ave	44.984486	-93.12614	stop
10718	Dale St & Iowa Ave	44.988978	-93.126068	stop
1072	Penn Ave S & 71st St W	44.874416	-93.308523	stop
10720	Dale St & Larpenteur Ave	44.991711	-93.126016	stop
10722	Dale St & Iowa Ave	44.989159	-93.126216	stop
10725	Dale St & Arlington Ave	44.984667	-93.126287	stop
10726	Dale St & Cottage Ave	44.982851	-93.126322	stop
10727	Dale St & Wheelock Pkwy	44.98104	-93.126349	stop
10728	Dale St & Orange Ave	44.979251	-93.126391	stop
10729	Dale St & Maryland Ave	44.977453	-93.126426	stop
1073	Penn Ave S & 70th St W	44.876216	-93.308518	stop
10730	Dale St & Geranium Ave	44.975689	-93.12643	stop
10731	Dale St & Jessamine Ave	44.973856	-93.12643	stop
10733	Dale St & Simon Ave	44.971653	-93.126425	stop
10734	Dale St & Como Ave	44.970399	-93.126464	stop
10736	Dale St & Burgess St	44.968459	-93.126433	stop
10738	Dale St & Minnehaha Ave	44.962895	-93.126475	stop
1074	Penn Ave S & 69th St W	44.878024	-93.308523	stop
10740	Dale St & Blair Ave	44.961243	-93.126413	stop
10742	Dale St & Thomas Ave	44.959418	-93.126394	stop
10744	Dale St & Charles Ave	44.957643	-93.126367	stop
10746	Dale St & University Ave	44.955873	-93.126444	stop
10748	Dale St & Fuller Ave	44.954032	-93.126444	stop
1075	Penn Ave S & 68th St W	44.879849	-93.308552	stop
10752	Dale St & Carroll Ave	44.950427	-93.126394	stop
10753	Dale St & Iglehart Ave	44.949522	-93.126388	stop
10754	Dale St & Marshall Ave	44.948619	-93.126382	stop
10758	Dale St & Ashland Ave	44.944155	-93.126318	stop
1076	Penn Ave S & 67th St W	44.881591	-93.30855	stop
10761	Summit Ave & Dale St	44.941291	-93.125933	stop
1077	Penn Ave S & 66th St W	44.883444	-93.308558	stop
1078	Penn Ave S & 65th St W	44.885241	-93.308566	stop
1079	Penn Ave S & 64th St W	44.886964	-93.308548	stop
1080	Penn Ave S & 63rd St W	44.88881	-93.308577	stop
1081	Penn Ave S & 63rd St / Hwy 62	44.889749	-93.308574	stop
10813	Northdale Blvd & Quince St	45.179883	-93.287866	stop
10814	Northdale Blvd & Quince St	45.179906	-93.287571	stop
10815	Northdale Blvd & Olive St NW	45.179127	-93.285364	stop
10816	Northdale Blvd & Olive St NW	45.179155	-93.285092	stop
10817	Northdale Blvd & Sorteberg School	45.178283	-93.282524	stop
10818	Northdale Blvd & #651	45.178327	-93.282299	stop
10819	Northdale Blvd & Kumquat St NW	45.177749	-93.28083	stop
10820	Northdale Blvd & Kumquat St NW	45.177764	-93.280527	stop
10823	Northdale Blvd & Northdale Center	45.177208	-93.279062	stop
10824	Northdale Blvd & Ilex St NW	45.177048	-93.278161	stop
10829	Northdale Blvd & 113th Ave NW	45.1745	-93.274374	stop
10831	Northdale Blvd & 112th Lane NW	45.173132	-93.272692	stop
10832	Northdale Blvd & 112th Lane NW	45.173062	-93.272409	stop
10833	Northdale Blvd & 111th Lane NW	45.172254	-93.271579	stop
10835	Northdale Blvd & Cottonwood Circle	45.171393	-93.270477	stop
10836	Northdale Blvd & Cottonwood Circle	45.171319	-93.270201	stop
10837	Northdale Blvd & Cottonwood St	45.170654	-93.269593	stop
10839	Northdale Blvd & Butternut St	45.169989	-93.268775	stop
1084	Penn Ave S & 61st St W	44.892465	-93.308604	stop
10840	Northdale Blvd & Butternut St	45.169899	-93.268468	stop
10843	University Ave & 104th Ave NW	45.157727	-93.266476	stop
10844	University Ave & 103rd Ave NW	45.156844	-93.26648	stop
10845	University Ave & 102nd Lane NE	45.155914	-93.266491	stop
10846	University Ave & 101st Lane NE	45.154114	-93.266521	stop
10847	University Ave & 101st Ave NW	45.15283	-93.266546	stop
10848	University Ave & 99th Lane NW	45.150478	-93.266605	stop
10849	University Ave & 98th Lane NW	45.148659	-93.266651	stop
1085	Penn Ave S & 60th St W	44.894243	-93.308602	stop
10850	University Ave & 97th Ave NW	45.146384	-93.266687	stop
10852	University Ave & 94th Circle NE	45.141053	-93.26677	stop
10853	University Ave & 92nd Lane NE	45.139492	-93.266798	stop
10855	Foley Blvd & 115th Ave NW	45.177585	-93.276434	stop
10856	Foley Blvd & Northdale Blvd	45.176569	-93.276615	stop
10859	115th Ave NW & Ilex St / Foley Blvd	45.177654	-93.277202	stop
1086	Penn Ave S & 59th St W	44.896852	-93.308609	stop
10861	Foley Blvd & 117th Ave NW	45.182347	-93.27544	stop
10862	Foley Blvd & 117th Ave NW	45.182572	-93.275589	stop
10863	Foley Blvd & 118th Ave NW	45.184671	-93.275541	stop
10864	Foley Blvd & 118th Ave NW	45.184896	-93.275705	stop
10865	Foley Blvd & Goldenrod St	45.186393	-93.275852	stop
10866	Foley Blvd & Goldenrod St NW	45.186511	-93.276093	stop
10867	Foley Blvd & Holly Circle	45.187072	-93.276697	stop
10868	Foley Blvd & Ilex St NW	45.187632	-93.277592	stop
10869	Foley Blvd & Ilex Circle NW	45.187648	-93.277895	stop
1087	Penn Ave S & 58th St W	44.897837	-93.308614	stop
10870	Foley Blvd & 119th Lane NW	45.188121	-93.278615	stop
10871	Foley Blvd & 119th Lane NW	45.18812	-93.278886	stop
10872	Foley Blvd & 120th Lane NW	45.188928	-93.280376	stop
10873	Foley Blvd & 120th Lane NW	45.188944	-93.280687	stop
10874	Foley Blvd & Kumquat St	45.189403	-93.281512	stop
10875	Foley Blvd & 121st Ave NW	45.189948	-93.281817	stop
10877	121st Ave NW & Larch St NW	45.190234	-93.280522	stop
10878	121st Ave NW & Kumquat St	45.190389	-93.279852	stop
1088	Penn Ave S & 57th St W	44.899662	-93.308604	stop
10881	121st Ave NW & Ilex St NW	45.191087	-93.278431	stop
10882	121st Ave NW & Ilex St NW	45.191285	-93.278176	stop
10885	121st Ave NW & Goldenrod St	45.19134	-93.275771	stop
10886	121st Ave NW & Goldenrod St	45.191448	-93.275515	stop
10889	121st Ave NW & Evergreen St	45.191367	-93.272616	stop
1089	Penn Ave S & 56th St W	44.901435	-93.308594	stop
10890	121st AveNW & Evergreen St	45.191472	-93.272361	stop
10893	121st Ave NW & Cottonwood St	45.191293	-93.269306	stop
10894	121st Ave NW & Cottonwood St	45.191332	-93.269038	stop
10895	121st Ave NW & Butternut St	45.190931	-93.268117	stop
10896	121st Ave NW & Butternut St	45.190992	-93.267807	stop
10897	121st Ave NW & University Ave	45.190867	-93.26606	stop
10898	121st Ave NW & University Ave	45.190966	-93.266072	stop
10899	University Ave & 120th Lane NE	45.189418	-93.266057	stop
1090	Penn Ave S & 55th St W	44.903248	-93.308581	stop
10900	University Ave & 120th Ave NW	45.188082	-93.266063	stop
10901	University Ave & 118th Ave NE	45.18508	-93.266099	stop
