route_id	trip_id	departure_time	stop_id	stop_sequence	timepoint	service_id	trip_headsign	direction_id	shape_id	route_short_name	route_long_name	headway
10-112	15245289-AUG19-MVS-BUS-Weekday-01	07:59:00	56778	1	1	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:00:00	42382	2	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:01:00	40189	3	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:01:00	40284	4	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:02:00	40722	5	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:02:00	40719	6	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:02:00	40716	7	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:02:00	40743	8	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:03:00	40714	9	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:03:00	40712	10	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:03:00	40718	11	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:04:00	40709	12	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:04:00	40707	13	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:05:00	40705	14	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:05:00	40724	15	1	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:05:00	14281	16	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:06:00	14282	17	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:06:00	14283	18	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:07:00	14273	19	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:07:00	14272	20	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:08:00	14022	21	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:09:00	14267	22	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:09:00	14026	23	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:09:00	14029	24	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:09:00	14030	25	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:10:00	14260	26	1	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:10:00	14256	27	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:11:00	14255	28	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:11:00	14252	29	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:12:00	14251	30	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:12:00	14248	31	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:13:00	14247	32	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:13:00	14244	33	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:14:00	14243	34	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:14:00	14240	35	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:15:00	14239	36	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:15:00	14236	37	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:15:00	14235	38	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:16:00	14232	39	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:17:00	14231	40	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:17:00	17137	41	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:19:00	17138	42	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:20:00	17141	43	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:20:00	17142	44	1	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:21:00	17145	45	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:21:00	17146	46	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:22:00	17149	47	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:22:00	17150	48	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:23:00	17153	49	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:23:00	17154	50	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:23:00	17157	51	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:24:00	17158	52	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:25:00	17161	53	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:25:00	17162	54	1	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:25:00	17165	55	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:26:00	17166	56	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:27:00	17170	57	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:27:00	17171	58	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:28:00	17175	59	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:29:00	17179	60	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:30:00	17180	61	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:30:00	17183	62	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:31:00	17187	63	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:32:00	17188	64	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:32:00	17192	65	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:33:00	17195	66	1	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:33:00	17196	67	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:34:00	17200	68	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:35:00	17204	69	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:35:00	17207	70	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:36:00	17208	71	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:37:00	17212	72	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:38:00	17216	73	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:40:00	17220	74	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:41:00	17225	75	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:42:00	17227	76	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:43:00	46801	77	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:43:00	52344	78	1	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:43:00	12282	79	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:47:00	19308	80	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:48:00	17976	81	1	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:49:00	17978	82	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:51:00	17980	83	1	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:53:00	17982	84	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:54:00	17984	85	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:56:00	17986	86	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:57:00	19327	87	0	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	08:59:00	19250	88	1	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
10-112	15245289-AUG19-MVS-BUS-Weekday-01	09:02:00	19337	89	1	AUG19-MVS-BUS-Weekday-01	Southbound 10 Downtown/Via Central/Convention Ctr	1	100021	10	Central Av - University Av - Northtown	7
11-112	15244556-AUG19-MVS-BUS-Weekday-01	21:21:00	49304	1	1	AUG19-MVS-BUS-Weekday-01	Southbound 11A  4Av S/ To 46St-Nic	1	110004	11	Columbia Heights - 2nd St NE - 4th Av S	9
11-112	15244556-AUG19-MVS-BUS-Weekday-01	21:22:00	17165	2	0	AUG19-MVS-BUS-Weekday-01	Southbound 11A  4Av S/ To 46St-Nic	1	110004	11	Columbia Heights - 2nd St NE - 4th Av S	9
11-112	15244556-AUG19-MVS-BUS-Weekday-01	21:22:00	14594	3	0	AUG19-MVS-BUS-Weekday-01	Southbound 11A  4Av S/ To 46St-Nic	1	110004	11	Columbia Heights - 2nd St NE - 4th Av S	9
11-112	15244556-AUG19-MVS-BUS-Weekday-01	21:23:00	14595	4	0	AUG19-MVS-BUS-Weekday-01	Southbound 11A  4Av S/ To 46St-Nic	1	110004	11	Columbia Heights - 2nd St NE - 4th Av S	9
11-112	15244556-AUG19-MVS-BUS-Weekday-01	21:23:00	14596	5	0	AUG19-MVS-BUS-Weekday-01	Southbound 11A  4Av S/ To 46St-Nic	1	110004	11	Columbia Heights - 2nd St NE - 4th Av S	9
11-112	15244556-AUG19-MVS-BUS-Weekday-01	21:23:00	14597	6	0	AUG19-MVS-BUS-Weekday-01	Southbound 11A  4Av S/ To 46St-Nic	1	110004	11	Columbia Heights - 2nd St NE - 4th Av S	9
11-112	15244556-AUG19-MVS-BUS-Weekday-01	21:24:00	14598	7	0	AUG19-MVS-BUS-Weekday-01	Southbound 11A  4Av S/ To 46St-Nic	1	110004	11	Columbia Heights - 2nd St NE - 4th Av S	9
11-112	15244556-AUG19-MVS-BUS-Weekday-01	21:24:00	14599	8	0	AUG19-MVS-BUS-Weekday-01	Southbound 11A  4Av S/ To 46St-Nic	1	110004	11	Columbia Heights - 2nd St NE - 4th Av S	9
11-112	15244556-AUG19-MVS-BUS-Weekday-01	21:24:00	14600	9	0	AUG19-MVS-BUS-Weekday-01	Southbound 11A  4Av S/ To 46St-Nic	1	110004	11	Columbia Heights - 2nd St NE - 4th Av S	9
11-112	15244556-AUG19-MVS-BUS-Weekday-01	21:25:00	40882	10	0	AUG19-MVS-BUS-Weekday-01	Southbound 11A  4Av S/ To 46St-Nic	1	110004	11	Columbia Heights - 2nd St NE - 4th Av S	9
11-112	15244556-AUG19-MVS-BUS-Weekday-01	21:26:00	14604	11	0	AUG19-MVS-BUS-Weekday-01	Southbound 11A  4Av S/ To 46St-Nic	1	110004	11	Columbia Heights - 2nd St NE - 4th Av S	9
11-112	15244556-AUG19-MVS-BUS-Weekday-01	21:26:00	14607	12	0	AUG19-MVS-BUS-Weekday-01	Southbound 11A  4Av S/ To 46St-Nic	1	110004	11	Columbia Heights - 2nd St NE - 4th Av S	9
11-112	15244556-AUG19-MVS-BUS-Weekday-01	21:27:00	14608	13	0	AUG19-MVS-BUS-Weekday-01	Southbound 11A  4Av S/ To 46St-Nic	1	110004	11	Columbia Heights - 2nd St NE - 4th Av S	9
11-112	15244556-AUG19-MVS-BUS-Weekday-01	21:27:00	14611	14	0	AUG19-MVS-BUS-Weekday-01	Southbound 11A  4Av S/ To 46St-Nic	1	110004	11	Columbia Heights - 2nd St NE - 4th Av S	9
11-112	15244556-AUG19-MVS-BUS-Weekday-01	21:27:00	14612	15	0	AUG19-MVS-BUS-Weekday-01	Southbound 11A  4Av S/ To 46St-Nic	1	110004	11	Columbia Heights - 2nd St NE - 4th Av S	9
11-112	15244556-AUG19-MVS-BUS-Weekday-01	21:28:00	14615	16	0	AUG19-MVS-BUS-Weekday-01	Southbound 11A  4Av S/ To 46St-Nic	1	110004	11	Columbia Heights - 2nd St NE - 4th Av S	9
11-112	15244556-AUG19-MVS-BUS-Weekday-01	21:28:00	14616	17	0	AUG19-MVS-BUS-Weekday-01	Southbound 11A  4Av S/ To 46St-Nic	1	110004	11	Columbia Heights - 2nd St NE - 4th Av S	9
11-112	15244556-AUG19-MVS-BUS-Weekday-01	21:29:00	14619	18	0	AUG19-MVS-BUS-Weekday-01	Southbound 11A  4Av S/ To 46St-Nic	1	110004	11	Columbia Heights - 2nd St NE - 4th Av S	9
11-112	15244556-AUG19-MVS-BUS-Weekday-01	21:30:00	14620	19	0	AUG19-MVS-BUS-Weekday-01	Southbound 11A  4Av S/ To 46St-Nic	1	110004	11	Columbia Heights - 2nd St NE - 4th Av S	9
11-112	15244556-AUG19-MVS-BUS-Weekday-01	21:31:00	14623	20	0	AUG19-MVS-BUS-Weekday-01	Southbound 11A  4Av S/ To 46St-Nic	1	110004	11	Columbia Heights - 2nd St NE - 4th Av S	9
11-112	15244556-AUG19-MVS-BUS-Weekday-01	21:31:00	14630	21	0	AUG19-MVS-BUS-Weekday-01	Southbound 11A  4Av S/ To 46St-Nic	1	110004	11	Columbia Heights - 2nd St NE - 4th Av S	9
11-112	15244556-AUG19-MVS-BUS-Weekday-01	21:32:00	14633	22	0	AUG19-MVS-BUS-Weekday-01	Southbound 11A  4Av S/ To 46St-Nic	1	110004	11	Columbia Heights - 2nd St NE - 4th Av S	9
11-112	15244556-AUG19-MVS-BUS-Weekday-01	21:32:00	14634	23	1	AUG19-MVS-BUS-Weekday-01	Southbound 11A  4Av S/ To 46St-Nic	1	110004	11	Columbia Heights - 2nd St NE - 4th Av S	9
11-112	15244556-AUG19-MVS-BUS-Weekday-01	21:33:00	14637	24	0	AUG19-MVS-BUS-Weekday-01	Southbound 11A  4Av S/ To 46St-Nic	1	110004	11	Columbia Heights - 2nd St NE - 4th Av S	9
11-112	15244556-AUG19-MVS-BUS-Weekday-01	21:33:00	14638	25	0	AUG19-MVS-BUS-Weekday-01	Southbound 11A  4Av S/ To 46St-Nic	1	110004	11	Columbia Heights - 2nd St NE - 4th Av S	9
11-112	15244556-AUG19-MVS-BUS-Weekday-01	21:34:00	14641	26	0	AUG19-MVS-BUS-Weekday-01	Southbound 11A  4Av S/ To 46St-Nic	1	110004	11	Columbia Heights - 2nd St NE - 4th Av S	9
11-112	15244556-AUG19-MVS-BUS-Weekday-01	21:35:00	12798	27	0	AUG19-MVS-BUS-Weekday-01	Southbound 11A  4Av S/ To 46St-Nic	1	110004	11	Columbia Heights - 2nd St NE - 4th Av S	9
11-112	15244556-AUG19-MVS-BUS-Weekday-01	21:36:00	12802	28	1	AUG19-MVS-BUS-Weekday-01	Southbound 11A  4Av S/ To 46St-Nic	1	110004	11	Columbia Heights - 2nd St NE - 4th Av S	9
11-112	15244556-AUG19-MVS-BUS-Weekday-01	21:37:00	14650	29	0	AUG19-MVS-BUS-Weekday-01	Southbound 11A  4Av S/ To 46St-Nic	1	110004	11	Columbia Heights - 2nd St NE - 4th Av S	9
11-112	15244556-AUG19-MVS-BUS-Weekday-01	21:37:00	14654	30	0	AUG19-MVS-BUS-Weekday-01	Southbound 11A  4Av S/ To 46St-Nic	1	110004	11	Columbia Heights - 2nd St NE - 4th Av S	9
11-112	15244556-AUG19-MVS-BUS-Weekday-01	21:38:00	14661	31	0	AUG19-MVS-BUS-Weekday-01	Southbound 11A  4Av S/ To 46St-Nic	1	110004	11	Columbia Heights - 2nd St NE - 4th Av S	9
11-112	15244556-AUG19-MVS-BUS-Weekday-01	21:39:00	14665	32	0	AUG19-MVS-BUS-Weekday-01	Southbound 11A  4Av S/ To 46St-Nic	1	110004	11	Columbia Heights - 2nd St NE - 4th Av S	9
11-112	15244556-AUG19-MVS-BUS-Weekday-01	21:40:00	14669	33	0	AUG19-MVS-BUS-Weekday-01	Southbound 11A  4Av S/ To 46St-Nic	1	110004	11	Columbia Heights - 2nd St NE - 4th Av S	9
11-112	15244556-AUG19-MVS-BUS-Weekday-01	21:40:00	14673	34	0	AUG19-MVS-BUS-Weekday-01	Southbound 11A  4Av S/ To 46St-Nic	1	110004	11	Columbia Heights - 2nd St NE - 4th Av S	9
11-112	15244556-AUG19-MVS-BUS-Weekday-01	21:41:00	14678	35	0	AUG19-MVS-BUS-Weekday-01	Southbound 11A  4Av S/ To 46St-Nic	1	110004	11	Columbia Heights - 2nd St NE - 4th Av S	9
11-112	15244556-AUG19-MVS-BUS-Weekday-01	21:41:00	14681	36	0	AUG19-MVS-BUS-Weekday-01	Southbound 11A  4Av S/ To 46St-Nic	1	110004	11	Columbia Heights - 2nd St NE - 4th Av S	9
